日期,行业名称,电量_万千瓦时
2024-09-22,八、金融业,157.8036
2024-09-22,六、批发和零售业,3572.2105
2024-09-22,其他开采专业及辅助性活动,19.0079
2024-09-22,十、租赁和商务服务业,256.1226
2024-09-22,十一、公共服务及管理组织,3778.3595
2024-09-22,四、交通运输、仓储和邮政业,2339.9586
2024-09-22,客户用电量,60690.3378
2024-09-22,（一）采矿业,912.8473
2024-09-22,（三）电力、热力、燃气及水的生产和供应业,2102.242
2024-09-22,（二） 制造业,29800.8943
2024-09-23,      其中：排灌,284.7419
2024-09-23,    1.农业,626.9222
2024-09-23,    2.林业,11.3877
2024-09-23,    3.畜牧业,389.4623
2024-09-23,    4.渔业,176.8386
2024-09-23,    5.农、林、牧、渔专业及辅助性活动,669.4382
2024-09-23,    乡村居民,4271.8266
2024-09-23,    城镇居民,5500.7878
2024-09-23,    第一产业,1204.6108
2024-09-23,    第三产业,15969.4913
2024-09-23,    第二产业,34792.2086
2024-09-23,  其中：中成药生产,62.8242
2024-09-23,  其中：互联网数据服务,159.7481
2024-09-23,  其中：体育用品制造,8.9943
2024-09-23,  其中：充换电服务业,702.3427
2024-09-23,  其中：光伏设备及元器件制造,39.8938
2024-09-23,  其中：公共照明,521.7359
2024-09-23,  其中：医疗仪器设备及器械制造,44.6852
2024-09-23,  其中：地质勘查,9.6053
2024-09-23,  其中：城市公共交通运输,237.1934
2024-09-23,  其中：教育,1442.1968
2024-09-23,  其中：新能源车整车制造,48.3957
2024-09-23,  其中：橡胶制品业,236.9282
2024-09-23,  其中：氯碱,135.512
2024-09-23,  其中：水利管理业,88.1469
2024-09-23,  其中：水泥制造,1149.6523
2024-09-23,  其中：港口岸电,6.9347
2024-09-23,  其中：煤化工,229.9037
2024-09-23,  其中：电厂生产全部耗用电量,133.1347
2024-09-23,  其中：电气化铁路,1293.5572
2024-09-23,  其中：碳化硅,4.6586
2024-09-23,  其中：科技推广和应用服务业,49.5949
2024-09-23,  其中：租赁业,8.672
2024-09-23,  其中：结构性金属制品制造,602.7067
2024-09-23,  其中：肥料制造,1991.8614
2024-09-23,  其中：计算机制造,21.5264
2024-09-23,  其中：钢铁,2347.2606
2024-09-23,  其中：铁路运输设备制造,18.0957
2024-09-23,  其中：铝冶炼,3.713
2024-09-23,  其中：风能原动设备制造,0.0323
2024-09-23,  城市轨道交通设备制造,12.1521
2024-09-23,  塑料制品业,775.4151
2024-09-23,  抽水蓄能抽水耗用电量,466.8255
2024-09-23,  玻璃制造,159.1434
2024-09-23,  生物药品制品制造,147.7637
2024-09-23,  电石,0.0
2024-09-23,  稀有稀土金属冶炼,5.2822
2024-09-23,  线路损失电量,0.0243
2024-09-23,  航空、航天器及设备制造,49.0066
2024-09-23,  通信设备制造,141.7933
2024-09-23,  铁合金冶炼,15.5823
2024-09-23,  铅锌冶炼,0.966
2024-09-23,  陶瓷制品制造,225.2074
2024-09-23,  黄磷,66.724
2024-09-23,1.农副食品加工业,896.1077
2024-09-23,1.房屋建筑业,275.0614
2024-09-23,1.煤炭开采和洗选业,5.1069
2024-09-23,1.电信、广播电视和卫星传输服务,496.6477
2024-09-23,1.电力、热力生产和供应业,912.9082
2024-09-23,1.科学研究和技术服务业,319.2531
2024-09-23,1.铁路运输业,1368.8173
2024-09-23,10.造纸和纸制品业,564.3569
2024-09-23,11.印刷和记录媒介复制业,114.5575
2024-09-23,12.文教、工美、体育和娱乐用品制造业,84.2081
2024-09-23,13.石油、煤炭及其他燃料加工业,815.0745
2024-09-23,14.化学原料和化学制品制造业,5144.6774
2024-09-23,15.医药制造业,844.3229
2024-09-23,16.化学纤维制造业,80.3534
2024-09-23,17.橡胶和塑料制品业,1012.3433
2024-09-23,18.非金属矿物制品业,3888.1801
2024-09-23,19.黑色金属冶炼和压延加工业,2362.8428
2024-09-23,2.互联网和相关服务,466.3794
2024-09-23,2.土木工程建筑业,280.7202
2024-09-23,2.水利、环境和公共设施管理业,773.2695
2024-09-23,2.燃气生产和供应业,316.9726
2024-09-23,2.石油和天然气开采业,102.8873
2024-09-23,2.道路运输业,397.4642
2024-09-23,2.食品制造业,452.3219
2024-09-23,20.有色金属冶炼和压延加工业,536.4497
2024-09-23,21.金属制品业,1667.8427
2024-09-23,22.通用设备制造业,595.7895
2024-09-23,23.专用设备制造业,277.1218
2024-09-23,24.汽车制造业,1430.6507
2024-09-23,25.铁路、船舶、航空航天和其他运输设备制造业,219.2937
2024-09-23,26.电气机械和器材制造业,1956.5079
2024-09-23,27.计算机、通信和其他电子设备制造业,4067.6916
2024-09-23,28.仪器仪表制造业,55.3663
2024-09-23,29.其他制造业,641.6361
2024-09-23,3.居民服务、修理和其他服务业,184.3411
2024-09-23,3.建筑安装业,49.0491
2024-09-23,3.水上运输业,18.961
2024-09-23,3.水的生产和供应业,971.8359
2024-09-23,3.软件和信息技术服务业,203.1834
2024-09-23,3.酒、饮料及精制茶制造业,243.7799
2024-09-23,3.黑色金属矿采选业,198.4417
2024-09-23,30.废弃资源综合利用业,365.1122
2024-09-23,31.金属制品、机械和设备修理业,128.4322
2024-09-23,4.建筑装饰、装修和其他建筑业,298.5231
2024-09-23,4.教育、文化、体育和娱乐业,1602.6872
2024-09-23,4.有色金属矿采选业,134.1219
2024-09-23,4.烟草制品业,78.7854
2024-09-23,4.航空运输业,80.4306
2024-09-23,5.卫生和社会工作,866.527
2024-09-23,5.管道运输业,103.1024
2024-09-23,5.纺织业,1472.9349
2024-09-23,5.非金属矿采选业  ,259.5941
2024-09-23,6.公共管理和社会组织、国际组织,634.4345
2024-09-23,6.其他采矿业  ,183.6625
2024-09-23,6.多式联运和运输代理业,29.1265
2024-09-23,6.纺织服装、服饰业,298.0972
2024-09-23,7.皮革、毛皮、羽毛及其制品和制鞋业,54.7725
2024-09-23,7.装卸搬运和仓储业,269.5605
2024-09-23,8.木材加工和木、竹、藤、棕、草制品业,450.7508
2024-09-23,8.邮政业,29.8054
2024-09-23,9.家具制造业,151.8868
2024-09-23,A、全行业用电合计,51966.3106
2024-09-23,B、城乡居民生活用电合计,9772.6206
2024-09-23,一、农、林、牧、渔业,1874.049
2024-09-23,七、住宿和餐饮业,875.5859
2024-09-23,三、建筑业,903.3537
2024-09-23,九、房地产业,2510.9443
2024-09-23,二、工业,34037.7797
2024-09-23,五、信息传输、软件和信息技术服务业,1166.2105
2024-09-23,全行业用电分类,51966.3106
2024-09-23,八、金融业,188.5692
2024-09-23,六、批发和零售业,3451.3955
2024-09-23,其他开采专业及辅助性活动,20.4926
2024-09-23,十、租赁和商务服务业,280.6424
2024-09-23,十一、公共服务及管理组织,4380.5124
2024-09-23,四、交通运输、仓储和邮政业,2297.268
2024-09-23,客户用电量,61738.9312
2024-09-23,（一）采矿业,883.8145
2024-09-23,（三）电力、热力、燃气及水的生产和供应业,2201.7167
2024-09-23,（二） 制造业,30952.2486
2024-09-24,      其中：排灌,292.2697
2024-09-24,    1.农业,644.5168
2024-09-24,    2.林业,11.4507
2024-09-24,    3.畜牧业,404.8156
2024-09-24,    4.渔业,184.314
2024-09-24,    5.农、林、牧、渔专业及辅助性活动,687.423
2024-09-24,    乡村居民,4299.2246
2024-09-24,    城镇居民,5582.4807
2024-09-24,    第一产业,1245.0971
2024-09-24,    第三产业,16447.5958
2024-09-24,    第二产业,35515.3008
2024-09-24,  其中：中成药生产,65.7378
2024-09-24,  其中：互联网数据服务,160.5531
2024-09-24,  其中：体育用品制造,8.658
2024-09-24,  其中：充换电服务业,702.3102
2024-09-24,  其中：光伏设备及元器件制造,39.9951
2024-09-24,  其中：公共照明,529.1643
2024-09-24,  其中：医疗仪器设备及器械制造,47.8022
2024-09-24,  其中：地质勘查,9.6605
2024-09-24,  其中：城市公共交通运输,243.9348
2024-09-24,  其中：教育,1521.0778
2024-09-24,  其中：新能源车整车制造,48.1278
2024-09-24,  其中：橡胶制品业,245.8595
2024-09-24,  其中：氯碱,128.996
2024-09-24,  其中：水利管理业,88.8427
2024-09-24,  其中：水泥制造,1184.1913
2024-09-24,  其中：港口岸电,6.5375
2024-09-24,  其中：煤化工,229.3742
2024-09-24,  其中：电厂生产全部耗用电量,136.2676
2024-09-24,  其中：电气化铁路,1280.3754
2024-09-24,  其中：碳化硅,4.8995
2024-09-24,  其中：科技推广和应用服务业,51.3298
2024-09-24,  其中：租赁业,8.5938
2024-09-24,  其中：结构性金属制品制造,634.5218
2024-09-24,  其中：肥料制造,1922.2937
2024-09-24,  其中：计算机制造,22.7277
2024-09-24,  其中：钢铁,2447.3234
2024-09-24,  其中：铁路运输设备制造,18.5418
2024-09-24,  其中：铝冶炼,3.6097
2024-09-24,  其中：风能原动设备制造,0.0382
2024-09-24,  城市轨道交通设备制造,13.1232
2024-09-24,  塑料制品业,788.8544
2024-09-24,  抽水蓄能抽水耗用电量,459.1276
2024-09-24,  玻璃制造,176.6957
2024-09-24,  生物药品制品制造,147.3549
2024-09-24,  电石,0.0
2024-09-24,  稀有稀土金属冶炼,4.6234
2024-09-24,  线路损失电量,0.0254
2024-09-24,  航空、航天器及设备制造,52.6447
2024-09-24,  通信设备制造,144.9035
2024-09-24,  铁合金冶炼,16.9081
2024-09-24,  铅锌冶炼,0.834
2024-09-24,  陶瓷制品制造,224.4059
2024-09-24,  黄磷,66.101
2024-09-24,1.农副食品加工业,922.4034
2024-09-24,1.房屋建筑业,286.3106
2024-09-24,1.煤炭开采和洗选业,5.5362
2024-09-24,1.电信、广播电视和卫星传输服务,503.6742
2024-09-24,1.电力、热力生产和供应业,770.284
2024-09-24,1.科学研究和技术服务业,332.7851
2024-09-24,1.铁路运输业,1358.2928
2024-09-24,10.造纸和纸制品业,598.2254
2024-09-24,11.印刷和记录媒介复制业,123.8406
2024-09-24,12.文教、工美、体育和娱乐用品制造业,85.5111
2024-09-24,13.石油、煤炭及其他燃料加工业,808.5126
2024-09-24,14.化学原料和化学制品制造业,5151.187
2024-09-24,15.医药制造业,927.173
2024-09-24,16.化学纤维制造业,80.3982
2024-09-24,17.橡胶和塑料制品业,1034.7139
2024-09-24,18.非金属矿物制品业,3970.5149
2024-09-24,19.黑色金属冶炼和压延加工业,2464.2315
2024-09-24,2.互联网和相关服务,471.4263
2024-09-24,2.土木工程建筑业,290.4606
2024-09-24,2.水利、环境和公共设施管理业,786.7178
2024-09-24,2.燃气生产和供应业,308.1835
2024-09-24,2.石油和天然气开采业,107.7051
2024-09-24,2.道路运输业,412.1102
2024-09-24,2.食品制造业,459.115
2024-09-24,20.有色金属冶炼和压延加工业,540.3811
2024-09-24,21.金属制品业,1728.7503
2024-09-24,22.通用设备制造业,631.5372
2024-09-24,23.专用设备制造业,297.8641
2024-09-24,24.汽车制造业,1540.4715
2024-09-24,25.铁路、船舶、航空航天和其他运输设备制造业,231.5178
2024-09-24,26.电气机械和器材制造业,2051.3075
2024-09-24,27.计算机、通信和其他电子设备制造业,4129.4549
2024-09-24,28.仪器仪表制造业,57.7555
2024-09-24,29.其他制造业,669.4865
2024-09-24,3.居民服务、修理和其他服务业,188.7587
2024-09-24,3.建筑安装业,51.1816
2024-09-24,3.水上运输业,19.4632
2024-09-24,3.水的生产和供应业,987.5422
2024-09-24,3.软件和信息技术服务业,207.6429
2024-09-24,3.酒、饮料及精制茶制造业,247.0117
2024-09-24,3.黑色金属矿采选业,188.6135
2024-09-24,30.废弃资源综合利用业,378.6104
2024-09-24,31.金属制品、机械和设备修理业,139.9387
2024-09-24,4.建筑装饰、装修和其他建筑业,308.7051
2024-09-24,4.教育、文化、体育和娱乐业,1696.3614
2024-09-24,4.有色金属矿采选业,132.8435
2024-09-24,4.烟草制品业,77.863
2024-09-24,4.航空运输业,83.6536
2024-09-24,5.卫生和社会工作,898.1278
2024-09-24,5.管道运输业,104.9256
2024-09-24,5.纺织业,1493.937
2024-09-24,5.非金属矿采选业  ,255.2619
2024-09-24,6.公共管理和社会组织、国际组织,653.3488
2024-09-24,6.其他采矿业  ,182.1442
2024-09-24,6.多式联运和运输代理业,32.3203
2024-09-24,6.纺织服装、服饰业,304.4145
2024-09-24,7.皮革、毛皮、羽毛及其制品和制鞋业,56.756
2024-09-24,7.装卸搬运和仓储业,280.2855
2024-09-24,8.木材加工和木、竹、藤、棕、草制品业,442.3242
2024-09-24,8.邮政业,30.8323
2024-09-24,9.家具制造业,156.5497
2024-09-24,A、全行业用电合计,53207.9936
2024-09-24,B、城乡居民生活用电合计,9881.7053
2024-09-24,一、农、林、牧、渔业,1932.5201
2024-09-24,七、住宿和餐饮业,908.4941
2024-09-24,三、建筑业,936.6578
2024-09-24,九、房地产业,2607.7824
2024-09-24,二、工业,34739.8723
2024-09-24,五、信息传输、软件和信息技术服务业,1182.7434
2024-09-24,全行业用电分类,53207.9936
2024-09-24,八、金融业,191.548
2024-09-24,六、批发和零售业,3538.4146
2024-09-24,其他开采专业及辅助性活动,21.2907
2024-09-24,十、租赁和商务服务业,291.9778
2024-09-24,十一、公共服务及管理组织,4556.0996
2024-09-24,四、交通运输、仓储和邮政业,2321.8836
2024-09-24,客户用电量,63089.699
2024-09-24,（一）采矿业,872.1043
2024-09-24,（三）电力、热力、燃气及水的生产和供应业,2066.0097
2024-09-24,（二） 制造业,31801.7583
2024-09-25,      其中：排灌,303.238
2024-09-25,    1.农业,661.315
2024-09-25,    2.林业,11.7752
2024-09-25,    3.畜牧业,430.7262
2024-09-25,    4.渔业,192.7425
2024-09-25,    5.农、林、牧、渔专业及辅助性活动,714.6113
2024-09-25,    乡村居民,4425.9807
2024-09-25,    城镇居民,5915.3375
2024-09-25,    第一产业,1296.5589
2024-09-25,    第三产业,17353.8427
2024-09-25,    第二产业,36136.4237
2024-09-25,  其中：中成药生产,67.1251
2024-09-25,  其中：互联网数据服务,162.5109
2024-09-25,  其中：体育用品制造,9.1139
2024-09-25,  其中：充换电服务业,727.7455
2024-09-25,  其中：光伏设备及元器件制造,41.237
2024-09-25,  其中：公共照明,553.1206
2024-09-25,  其中：医疗仪器设备及器械制造,49.1227
2024-09-25,  其中：地质勘查,10.0423
2024-09-25,  其中：城市公共交通运输,247.5694
2024-09-25,  其中：教育,1689.7852
2024-09-25,  其中：新能源车整车制造,43.2423
2024-09-25,  其中：橡胶制品业,252.2427
2024-09-25,  其中：氯碱,151.416
2024-09-25,  其中：水利管理业,98.1766
2024-09-25,  其中：水泥制造,1215.6216
2024-09-25,  其中：港口岸电,6.0851
2024-09-25,  其中：煤化工,226.5692
2024-09-25,  其中：电厂生产全部耗用电量,151.1802
2024-09-25,  其中：电气化铁路,1329.2269
2024-09-25,  其中：碳化硅,4.789
2024-09-25,  其中：科技推广和应用服务业,54.5259
2024-09-25,  其中：租赁业,9.0588
2024-09-25,  其中：结构性金属制品制造,642.4996
2024-09-25,  其中：肥料制造,1952.4429
2024-09-25,  其中：计算机制造,24.0189
2024-09-25,  其中：钢铁,2391.4294
2024-09-25,  其中：铁路运输设备制造,19.0843
2024-09-25,  其中：铝冶炼,3.8828
2024-09-25,  其中：风能原动设备制造,0.0482
2024-09-25,  城市轨道交通设备制造,13.5954
2024-09-25,  塑料制品业,804.4387
2024-09-25,  抽水蓄能抽水耗用电量,401.0886
2024-09-25,  玻璃制造,174.5148
2024-09-25,  生物药品制品制造,151.5828
2024-09-25,  电石,0.0
2024-09-25,  稀有稀土金属冶炼,5.0887
2024-09-25,  线路损失电量,0.0298
2024-09-25,  航空、航天器及设备制造,54.8378
2024-09-25,  通信设备制造,148.9558
2024-09-25,  铁合金冶炼,15.0374
2024-09-25,  铅锌冶炼,0.84
2024-09-25,  陶瓷制品制造,228.6253
2024-09-25,  黄磷,67.6585
2024-09-25,1.农副食品加工业,955.2906
2024-09-25,1.房屋建筑业,304.0776
2024-09-25,1.煤炭开采和洗选业,5.2949
2024-09-25,1.电信、广播电视和卫星传输服务,513.6496
2024-09-25,1.电力、热力生产和供应业,956.8169
2024-09-25,1.科学研究和技术服务业,356.8435
2024-09-25,1.铁路运输业,1412.8089
2024-09-25,10.造纸和纸制品业,665.563
2024-09-25,11.印刷和记录媒介复制业,128.7629
2024-09-25,12.文教、工美、体育和娱乐用品制造业,87.473
2024-09-25,13.石油、煤炭及其他燃料加工业,785.5824
2024-09-25,14.化学原料和化学制品制造业,5243.7501
2024-09-25,15.医药制造业,914.4995
2024-09-25,16.化学纤维制造业,83.105
2024-09-25,17.橡胶和塑料制品业,1056.6814
2024-09-25,18.非金属矿物制品业,4015.5388
2024-09-25,19.黑色金属冶炼和压延加工业,2406.4667
2024-09-25,2.互联网和相关服务,479.5221
2024-09-25,2.土木工程建筑业,297.8521
2024-09-25,2.水利、环境和公共设施管理业,824.851
2024-09-25,2.燃气生产和供应业,284.8561
2024-09-25,2.石油和天然气开采业,124.289
2024-09-25,2.道路运输业,427.4827
2024-09-25,2.食品制造业,473.9394
2024-09-25,20.有色金属冶炼和压延加工业,521.6984
2024-09-25,21.金属制品业,1767.1545
2024-09-25,22.通用设备制造业,639.5195
2024-09-25,23.专用设备制造业,301.797
2024-09-25,24.汽车制造业,1593.7781
2024-09-25,25.铁路、船舶、航空航天和其他运输设备制造业,239.5445
2024-09-25,26.电气机械和器材制造业,2046.3761
2024-09-25,27.计算机、通信和其他电子设备制造业,4168.8191
2024-09-25,28.仪器仪表制造业,59.8141
2024-09-25,29.其他制造业,681.6386
2024-09-25,3.居民服务、修理和其他服务业,200.3706
2024-09-25,3.建筑安装业,53.3516
2024-09-25,3.水上运输业,20.0415
2024-09-25,3.水的生产和供应业,987.6508
2024-09-25,3.软件和信息技术服务业,213.4421
2024-09-25,3.酒、饮料及精制茶制造业,254.5116
2024-09-25,3.黑色金属矿采选业,185.9785
2024-09-25,30.废弃资源综合利用业,383.2344
2024-09-25,31.金属制品、机械和设备修理业,149.4104
2024-09-25,4.建筑装饰、装修和其他建筑业,318.0632
2024-09-25,4.教育、文化、体育和娱乐业,1878.7797
2024-09-25,4.有色金属矿采选业,129.0315
2024-09-25,4.烟草制品业,78.2899
2024-09-25,4.航空运输业,87.7939
2024-09-25,5.卫生和社会工作,950.6648
2024-09-25,5.管道运输业,103.803
2024-09-25,5.纺织业,1516.1887
2024-09-25,5.非金属矿采选业  ,263.5287
2024-09-25,6.公共管理和社会组织、国际组织,702.293
2024-09-25,6.其他采矿业  ,188.1911
2024-09-25,6.多式联运和运输代理业,36.574
2024-09-25,6.纺织服装、服饰业,326.4991
2024-09-25,7.皮革、毛皮、羽毛及其制品和制鞋业,62.4387
2024-09-25,7.装卸搬运和仓储业,299.8013
2024-09-25,8.木材加工和木、竹、藤、棕、草制品业,438.7242
2024-09-25,8.邮政业,32.5861
2024-09-25,9.家具制造业,162.3367
2024-09-25,A、全行业用电合计,54786.8254
2024-09-25,B、城乡居民生活用电合计,10341.32
2024-09-25,一、农、林、牧、渔业,2011.1703
2024-09-25,七、住宿和餐饮业,966.7632
2024-09-25,三、建筑业,973.3445
2024-09-25,九、房地产业,2739.6378
2024-09-25,二、工业,35334.064
2024-09-25,五、信息传输、软件和信息技术服务业,1206.6139
2024-09-25,全行业用电分类,54786.8254
2024-09-25,八、金融业,198.6926
2024-09-25,六、批发和零售业,3711.8435
2024-09-25,其他开采专业及辅助性活动,21.5743
2024-09-25,十、租赁和商务服务业,310.0016
2024-09-25,十一、公共服务及管理组织,4913.8025
2024-09-25,四、交通运输、仓储和邮政业,2420.8914
2024-09-25,客户用电量,65128.1454
2024-09-25,（一）采矿业,896.3137
2024-09-25,（三）电力、热力、燃气及水的生产和供应业,2229.3238
2024-09-25,（二） 制造业,32208.4265
2024-09-26,      其中：排灌,315.1885
2024-09-26,    1.农业,675.2385
2024-09-26,    2.林业,11.8102
2024-09-26,    3.畜牧业,450.0535
2024-09-26,    4.渔业,197.3676
2024-09-26,    5.农、林、牧、渔专业及辅助性活动,735.223
2024-09-26,    乡村居民,4576.4196
2024-09-26,    城镇居民,6330.3258
2024-09-26,    第一产业,1334.4698
2024-09-26,    第三产业,17883.3584
2024-09-26,    第二产业,36346.207
2024-09-26,  其中：中成药生产,66.4423
2024-09-26,  其中：互联网数据服务,163.2917
2024-09-26,  其中：体育用品制造,9.9161
2024-09-26,  其中：充换电服务业,745.1562
2024-09-26,  其中：光伏设备及元器件制造,40.3299
2024-09-26,  其中：公共照明,569.3816
2024-09-26,  其中：医疗仪器设备及器械制造,49.3633
2024-09-26,  其中：地质勘查,7.9712
2024-09-26,  其中：城市公共交通运输,254.2524
2024-09-26,  其中：教育,1816.7618
2024-09-26,  其中：新能源车整车制造,60.1238
2024-09-26,  其中：橡胶制品业,260.7402
2024-09-26,  其中：氯碱,157.128
2024-09-26,  其中：水利管理业,103.197
2024-09-26,  其中：水泥制造,1294.7296
2024-09-26,  其中：港口岸电,4.9661
2024-09-26,  其中：煤化工,230.3682
2024-09-26,  其中：电厂生产全部耗用电量,111.7919
2024-09-26,  其中：电气化铁路,1293.6792
2024-09-26,  其中：碳化硅,4.4502
2024-09-26,  其中：科技推广和应用服务业,55.4926
2024-09-26,  其中：租赁业,9.405
2024-09-26,  其中：结构性金属制品制造,654.6138
2024-09-26,  其中：肥料制造,1935.0749
2024-09-26,  其中：计算机制造,25.3312
2024-09-26,  其中：钢铁,2391.2234
2024-09-26,  其中：铁路运输设备制造,19.4755
2024-09-26,  其中：铝冶炼,3.862
2024-09-26,  其中：风能原动设备制造,0.0362
2024-09-26,  城市轨道交通设备制造,12.7832
2024-09-26,  塑料制品业,826.1862
2024-09-26,  抽水蓄能抽水耗用电量,200.1596
2024-09-26,  玻璃制造,174.5123
2024-09-26,  生物药品制品制造,154.2079
2024-09-26,  电石,0.0
2024-09-26,  稀有稀土金属冶炼,5.1766
2024-09-26,  线路损失电量,0.0362
2024-09-26,  航空、航天器及设备制造,55.1361
2024-09-26,  通信设备制造,152.4994
2024-09-26,  铁合金冶炼,15.8334
2024-09-26,  铅锌冶炼,1.02
2024-09-26,  陶瓷制品制造,228.589
2024-09-26,  黄磷,68.033
2024-09-26,1.农副食品加工业,983.2637
2024-09-26,1.房屋建筑业,313.548
2024-09-26,1.煤炭开采和洗选业,4.9626
2024-09-26,1.电信、广播电视和卫星传输服务,519.4029
2024-09-26,1.电力、热力生产和供应业,699.2215
2024-09-26,1.科学研究和技术服务业,360.6643
2024-09-26,1.铁路运输业,1379.7853
2024-09-26,10.造纸和纸制品业,698.4835
2024-09-26,11.印刷和记录媒介复制业,133.4788
2024-09-26,12.文教、工美、体育和娱乐用品制造业,89.1501
2024-09-26,13.石油、煤炭及其他燃料加工业,791.4347
2024-09-26,14.化学原料和化学制品制造业,5203.1503
2024-09-26,15.医药制造业,925.0597
2024-09-26,16.化学纤维制造业,83.8556
2024-09-26,17.橡胶和塑料制品业,1086.9264
2024-09-26,18.非金属矿物制品业,4091.8203
2024-09-26,19.黑色金属冶炼和压延加工业,2407.0568
2024-09-26,2.互联网和相关服务,484.1973
2024-09-26,2.土木工程建筑业,303.9198
2024-09-26,2.水利、环境和公共设施管理业,850.2415
2024-09-26,2.燃气生产和供应业,284.6156
2024-09-26,2.石油和天然气开采业,129.1707
2024-09-26,2.道路运输业,427.8931
2024-09-26,2.食品制造业,481.0452
2024-09-26,20.有色金属冶炼和压延加工业,545.7753
2024-09-26,21.金属制品业,1794.2636
2024-09-26,22.通用设备制造业,653.1396
2024-09-26,23.专用设备制造业,308.1037
2024-09-26,24.汽车制造业,1622.1448
2024-09-26,25.铁路、船舶、航空航天和其他运输设备制造业,244.5151
2024-09-26,26.电气机械和器材制造业,2094.8344
2024-09-26,27.计算机、通信和其他电子设备制造业,4213.8075
2024-09-26,28.仪器仪表制造业,60.7618
2024-09-26,29.其他制造业,694.7049
2024-09-26,3.居民服务、修理和其他服务业,207.4043
2024-09-26,3.建筑安装业,54.8862
2024-09-26,3.水上运输业,18.6296
2024-09-26,3.水的生产和供应业,999.3551
2024-09-26,3.软件和信息技术服务业,217.5901
2024-09-26,3.酒、饮料及精制茶制造业,258.1338
2024-09-26,3.黑色金属矿采选业,198.4276
2024-09-26,30.废弃资源综合利用业,379.9206
2024-09-26,31.金属制品、机械和设备修理业,149.013
2024-09-26,4.建筑装饰、装修和其他建筑业,321.0031
2024-09-26,4.教育、文化、体育和娱乐业,2014.087
2024-09-26,4.有色金属矿采选业,135.6628
2024-09-26,4.烟草制品业,76.422
2024-09-26,4.航空运输业,92.5673
2024-09-26,5.卫生和社会工作,982.6647
2024-09-26,5.管道运输业,94.1682
2024-09-26,5.纺织业,1542.029
2024-09-26,5.非金属矿采选业  ,254.9002
2024-09-26,6.公共管理和社会组织、国际组织,734.4628
2024-09-26,6.其他采矿业  ,185.6204
2024-09-26,6.多式联运和运输代理业,33.9417
2024-09-26,6.纺织服装、服饰业,343.6869
2024-09-26,7.皮革、毛皮、羽毛及其制品和制鞋业,61.6043
2024-09-26,7.装卸搬运和仓储业,306.2516
2024-09-26,8.木材加工和木、竹、藤、棕、草制品业,449.1978
2024-09-26,8.邮政业,33.7696
2024-09-26,9.家具制造业,165.1513
2024-09-26,A、全行业用电合计,55564.0352
2024-09-26,B、城乡居民生活用电合计,10906.7456
2024-09-26,一、农、林、牧、渔业,2069.6928
2024-09-26,七、住宿和餐饮业,1019.4237
2024-09-26,三、建筑业,993.3571
2024-09-26,九、房地产业,2824.9911
2024-09-26,二、工业,35523.8712
2024-09-26,五、信息传输、软件和信息技术服务业,1221.1904
2024-09-26,全行业用电分类,55564.0352
2024-09-26,八、金融业,205.0046
2024-09-26,六、批发和零售业,3847.8899
2024-09-26,其他开采专业及辅助性活动,22.0084
2024-09-26,十、租赁和商务服务业,322.0833
2024-09-26,十一、公共服务及管理组织,5149.5246
2024-09-26,四、交通运输、仓储和邮政业,2387.0064
2024-09-26,客户用电量,66470.7809
2024-09-26,（一）采矿业,908.7443
2024-09-26,（三）电力、热力、燃气及水的生产和供应业,1983.1923
2024-09-26,（二） 制造业,32631.9346
2024-09-27,      其中：排灌,325.7745
2024-09-27,    1.农业,693.0888
2024-09-27,    2.林业,12.1649
2024-09-27,    3.畜牧业,466.504
2024-09-27,    4.渔业,201.3916
2024-09-27,    5.农、林、牧、渔专业及辅助性活动,754.7968
2024-09-27,    乡村居民,4847.987
2024-09-27,    城镇居民,6954.0698
2024-09-27,    第一产业,1373.1493
2024-09-27,    第三产业,18783.3722
2024-09-27,    第二产业,36529.8914
2024-09-27,  其中：中成药生产,68.1641
2024-09-27,  其中：互联网数据服务,165.0459
2024-09-27,  其中：体育用品制造,9.3553
2024-09-27,  其中：充换电服务业,775.2666
2024-09-27,  其中：光伏设备及元器件制造,41.2114
2024-09-27,  其中：公共照明,588.4806
2024-09-27,  其中：医疗仪器设备及器械制造,50.8141
2024-09-27,  其中：地质勘查,10.5845
2024-09-27,  其中：城市公共交通运输,259.717
2024-09-27,  其中：教育,1925.0292
2024-09-27,  其中：新能源车整车制造,64.0958
2024-09-27,  其中：橡胶制品业,257.8525
2024-09-27,  其中：氯碱,154.78
2024-09-27,  其中：水利管理业,106.3335
2024-09-27,  其中：水泥制造,1334.0174
2024-09-27,  其中：港口岸电,3.7415
2024-09-27,  其中：煤化工,231.2808
2024-09-27,  其中：电厂生产全部耗用电量,101.8586
2024-09-27,  其中：电气化铁路,1380.1293
2024-09-27,  其中：碳化硅,4.7944
2024-09-27,  其中：科技推广和应用服务业,57.7833
2024-09-27,  其中：租赁业,10.3057
2024-09-27,  其中：结构性金属制品制造,653.6297
2024-09-27,  其中：肥料制造,1890.2449
2024-09-27,  其中：计算机制造,25.5206
2024-09-27,  其中：钢铁,2264.2045
2024-09-27,  其中：铁路运输设备制造,19.5414
2024-09-27,  其中：铝冶炼,3.9862
2024-09-27,  其中：风能原动设备制造,0.0419
2024-09-27,  城市轨道交通设备制造,14.1597
2024-09-27,  塑料制品业,824.7519
